0,4818
9.633576854,170
16.1570554,82
17.36251465,8
19.02537994,82
23.09934934,4
23.10185181,70
23.6846703,14
24.65114475,17
24.86377331,117
25.23923354,110
26.26693912,6
27.36521397,1
27.64432157,15
27.6908775,11
29.53271485,3
32.28075995,40
33.30917332,338
35.7299366,1
35.94170447,510
36.74948682,2
38.85800826,3
40.00169464,51
40.66150922,53
41.48805699,8
45.2469939,3
45.69342871,14
46.28019009,2
46.40852513,39
46.75663974,59
49.2307992,18
50.13449582,1
51.97642182,557
52.9326232,2
53.31409079,97
53.59811957,3
56.22544319,5
56.6765348,99
57.12560016,9
57.85933222,71
58.51209182,5
59.5470843,6
60.01325236,5
61.38469173,110
61.90993996,3
62.51440186,5
63.50441864,281
63.72572177,1
64.75775265,20
65.23067403,10
65.25089697,11
66.63766893,2
69.52493867,20
69.69117284,1
69.70193044,41
69.71997988,83
69.95045256,24
71.01691897,4
71.20428105,2
72.15361838,2
72.28962127,2
72.30240486,11
72.5721896,5
73.30981931,9
73.54666533,10
73.73963926,4
74.9552545,101
75.13138098,6
75.15810586,6
75.80044109,3
77.36241691,199
78.51270725,11
78.83025035,1
80.85771023,7
81.01200808,6
82.57081996,115
82.92794532,6
84.40358949,6
84.47510468,3
85.33414714,29
85.73331677,1
85.74627005,1
87.07514979,23
87.49067959,10
88.83020675,4164
89.46238052,1
92.3614517,7
93.1085527,7
93.15779222,65
94.45489676,24
94.6171656,11
95.08244888,1
96.20586771,2
96.67422394,9
96.875545,11
97.7234858,20
97.80321191,1
97.94575495,6
98.41645744,17
99.0072432,2
99.98163988,3
100.4745619,4
103.3593732,282
103.9697873,36
104.6812788,7
105.3067081,15
105.7493244,1
107.4799134,46
107.9068165,6
108.2599413,43
110.1382409,1
110.6828657,11
111.6546554,73
115.7116691,2
118.5070158,2
118.7902184,1
119.9767203,69
120.3381039,8
121.0484802,2
121.6323678,7
124.1986748,345
124.4228685,14
124.711937,2
125.0647204,10
125.5947834,10
125.9567679,1
125.9900785,27
126.663753,2
126.717549,1
130.695991,80
134.4899961,49
135.5070361,3
135.6684298,2
136.2164373,188
136.8372479,2
137.7089747,26
137.8503295,7
138.6146498,1
140.0826745,28
140.2383245,14
141.488464,48
142.4554484,6
143.4507919,1
144.2165367,2
144.8164616,1
144.881346,3
146.5502669,10
146.8723846,27
148.4169181,2
151.8336111,1
151.8982293,3
152.4658724,1
154.4171603,1
154.5029675,79
154.683813,4
155.7795991,8
156.3527148,1
157.0849569,7
157.1562558,1
159.0883319,8
159.7389499,1
160.0304506,33
160.474326,1
160.9827611,16
161.2569536,2
163.4533534,1
163.688742,17
165.9372834,1
166.1982695,1
167.7281817,1
168.1388263,38
168.9907314,95
169.6935321,2
170.4169426,1
172.0808272,22
172.4494109,1
173.7505303,6
175.1715764,3
179.0621428,1
179.2345666,4
179.7043808,1
179.7071976,2
179.9777076,2
180.1847602,3
181.569525,7
181.8480301,13
183.2734174,6
185.7837182,1
186.127782,1
186.2837511,6
186.841639,5
187.3981183,1
188.2742693,4
188.8207854,1
189.6145293,3
190.8664961,3
191.0986795,5
191.7109719,25
191.9298346,22
193.5399483,16
196.1290621,18
196.2643597,2
196.7544963,1
197.8446569,21
199.0095816,1
199.3722024,13
199.847853,1
200.3632188,12
203.3685128,1
203.7718527,1
203.8099705,1
206.3622177,240
206.413683,1
208.9150652,1
210.4729482,4
210.8550925,2
211.3950166,1
211.5568156,4
211.8285692,4
211.8337794,4
214.2864936,1
214.8692111,1
215.9804328,2
