name,lon,lat,dist
Carpina,-35.2580606059,-7.8468867164,#NAME?
Caruaru,-35.9670733601,-8.285898,#NAME?
Casinhas,-35.7253231034,-7.7432065679,#NAME?
Catende,-35.7216666573,-8.6703075,#NAME?
Cedro,-39.2371382153,-7.7174692333,#NAME?
Chã de Alegria,-35.2137267362,-7.9979007802,#NAME?
Chã Grande,-35.4647408125,-8.2401127765,#NAME?
Condado,-35.1041184907,-7.589382255,#NAME?
Correntes,-36.3297018953,-9.1286655015,#NAME?
Cortês,-35.5415869,-8.4751512173,#NAME?
Cumaru,-35.6946989631,-8.0150324429,#NAME?
Cupira,-35.9502573664,-8.6112826602,#NAME?
Custódia,-37.6410965907,-8.089002,#NAME?
Dormentes,-40.7707358131,-8.4486569865,#NAME?
Escada,-35.2361574244,-8.36252199,#NAME?
Exu,-39.7227283393,-7.516307,#NAME?
Feira Nova,-35.3905979865,-7.9487277422,#NAME?
Fernando de Noronha,-32.4351863281,-3.8520214008,#NAME?
Ferreiros,-35.2440702124,-7.4454942053,#NAME?
Flores,-37.9714561138,-7.8617144749,#NAME?
Floresta,-38.571239342,-8.6008265,#NAME?
Frei Miguelinho,-35.9231276419,-7.9444582474,#NAME?
Gameleira,-35.3866107835,-8.5838357705,#NAME?
Garanhuns,-36.4930502821,-8.88890553,#NAME?
Glória do Goitá,-35.2923223923,-7.9996084721,#NAME?
Goiana,-34.9983762972,-7.5592318549,#NAME?
Granito,-39.6192863432,-7.7092532823,#NAME?
Gravatá,-35.5714923938,-8.2059995,#NAME?
Iati,-36.8472759684,-9.0457092509,#NAME?
Ibimirim,-37.6900466897,-8.5387622082,#NAME?
Ibirajuba,-36.1804630924,-8.5805349356,#NAME?
Igarassu,-34.9105833876,-7.82837199,#NAME?
Iguaraci,-37.5188211185,-7.8447743013,#NAME?
Inajá,-37.8244851112,-8.9020460789,#NAME?
Ingazeira,-37.4576704744,-7.6777971945,#NAME?
Ipojuca,-35.0634719379,-8.3969865,#NAME?
Ipubi,-40.1502087502,-7.6497045,#NAME?
Itacuruba,-38.6863416893,-8.7245150648,#NAME?
Itaíba,-37.4189484589,-8.9400544004,#NAME?
Ilha de Itamaracá,-34.823950567,-7.7465733177,#NAME?
Itambé,-35.1106273574,-7.40926386,#NAME?
Itapetim,-37.188439311,-7.3784285284,#NAME?
Itapissuma,-34.8892710487,-7.7740347647,#NAME?
Itaquitinga,-35.1026145695,-7.6663936085,#NAME?
Jaboatão dos Guararapes,-34.9211734673,-8.1653914674,#NAME?
Jaqueira,-35.7973952138,-8.727969878,#NAME?
Jataúba,-36.4988285484,-7.9872577772,#NAME?
Jatobá,-38.2750376624,-9.1850699925,#NAME?
João Alfredo,-35.591502369,-7.860188727,#NAME?
Joaquim Nabuco,-35.5292418262,-8.6268982995,#NAME?
Jucati,-36.4903865237,-8.7070289644,#NAME?
Jupi,-36.4117337385,-8.7060968528,#NAME?
Jurema,-36.1359544906,-8.719667174,#NAME?
Lagoa do Carro,-35.3126019234,-7.8442324952,#NAME?
LAGOA DE ITAENGA,-35.2928036525,-7.9323781785,#NAME?
Lagoa do Ouro,-36.4643169318,-9.1241718379,#NAME?
Lagoa dos Gatos,-35.9071210443,-8.6492548646,#NAME?
Lagoa Grande,-40.2707251265,-8.995051485,#NAME?
Lajedo,-36.3214966175,-8.6628568658,#NAME?
Limoeiro,-35.455261051,-7.880198,#NAME?
Macaparana,-35.4498749787,-7.5556806987,#NAME?
Machados,-35.5141405623,-7.6885724856,#NAME?
Manari,-37.6268229455,-8.9601081446,#NAME?
Maraial,-35.8141175725,-8.7830776013,#NAME?
Mirandiba,-38.7345645823,-8.1202438022,#NAME?
Moreno,-35.0948690999,-8.11869453,#NAME?
Nazaré da Mata,-35.2213386962,-7.737688,#NAME?
Olinda,-34.8613103898,-7.9926600753,#NAME?
Orobó,-35.6029820967,-7.7378951337,#NAME?
Orocó,-39.5952457761,-8.6179456461,#NAME?
Ouricuri,-40.0814625767,-7.883151975,#NAME?
Palmares,-35.5883359938,-8.6790825,#NAME?
Palmeirina,-36.3273109987,-9.0016832851,#NAME?
Panelas,-36.0015757987,-8.667242285,#NAME?
Paranatama,-36.6584292681,-8.920145338,#NAME?
Parnamirim,-39.575786823,-8.0901383272,#NAME?
Passira,-35.5816849952,-7.9788839418,#NAME?
Paudalho,-35.1791510624,-7.897135005,#NAME?
Paulista,-34.8847916197,-7.943188,#NAME?
Pedra,-36.9427981489,-8.4984765,#NAME?
Pesqueira,-36.6955147219,-8.3554561078,#NAME?
Petrolândia,-38.2207335453,-8.9773434644,#NAME?
Petrolina,-40.4999993347,-9.397375515,#NAME?
Poção,-36.7058798977,-8.1862270089,#NAME?
Pombos,-35.3961953582,-8.14435986,#NAME?
Primavera,-35.3539433949,-8.3313760861,#NAME?
Quipapá,-36.01198953,-8.8278850221,#NAME?
Quixaba,-37.8464456195,-7.7181264101,#NAME?
Recife,-34.8889419446,-8.0627624831,#NAME?
Riacho das Almas,-35.8608749475,-8.1270327806,#NAME?
Ribeirão,-35.3761308237,-8.51111604,#NAME?
Rio Formoso,-35.1554328172,-8.6621710853,#NAME?
Sairé,-35.7102477663,-8.3276135393,#NAME?
Salgadinho,-35.6380612405,-7.9394837414,#NAME?
Salgueiro,-39.1208509811,-8.0706775221,#NAME?
Saloá,-36.6927291742,-8.9759954809,#NAME?
Sanharó,-36.5625071954,-8.3629619689,#NAME?
Santa Cruz,-40.3376876556,-8.2379611184,#NAME?
Santa Cruz da Baixa Verde,-38.1531381818,-7.8214696823,#NAME?
Santa Cruz do Capibaribe,-36.2039500171,-7.9551895,#NAME?
Santa Filomena,-40.615775185,-8.1605111673,#NAME?
Santa Maria da Boa Vista,-39.8242357255,-8.8041265,#NAME?
Santa Maria do Cambucá,-35.885243339,-7.8318134262,#NAME?
Santa Terezinha,-37.4800327233,-7.3703557393,#NAME?
São Benedito do Sul,-35.9311226194,-8.8104382342,#NAME?
São Bento do Una,-36.4462983616,-8.5198675206,#NAME?
São Caitano,-36.1373597958,-8.3273605,#NAME?
São João,-36.3682530765,-8.8775593754,#NAME?
São Joaquim do Monte,-35.8094911721,-8.4321515,#NAME?
São José da Coroa Grande,-35.1457070847,-8.8941951307,#NAME?
São José do Belmonte,-38.75945378,-7.8617400547,#NAME?
São José do Egito,-37.2750721852,-7.4740251833,#NAME?
São Lourenço da Mata,-35.0412775393,-7.995938,#NAME?
São Vicente Ferrer,-35.4901218809,-7.5922127326,#NAME?
Serra Talhada,-38.2963149475,-7.98799752,#NAME?
Serrita,-39.2926231744,-7.9543403981,#NAME?
Sertânia,-37.2673901013,-8.07245,#NAME?
Sirinhaém,-35.1164053547,-8.5933695,#NAME?
Moreilândia,-39.5537537311,-7.6299826881,#NAME?
Solidão,-37.647470237,-7.6021256842,#NAME?
Surubim,-35.7567841034,-7.8351570573,#NAME?
Tabira,-37.5402657742,-7.591136513,#NAME?
Tacaimbó,-36.2904043048,-8.3156107248,#NAME?
Tacaratu,-38.1534611597,-9.1056996443,#NAME?
Tamandaré,-35.0906465455,-8.7046892785,#NAME?
Taquaritinga do Norte,-36.0433376713,-7.9021598258,#NAME?
Terezinha,-36.6214759482,-9.0577780595,#NAME?
Terra Nova,-39.3744218379,-8.2303579786,#NAME?
Timbaúba,-35.318772121,-7.511745674,#NAME?
Toritama,-36.056843493,-8.0066502709,#NAME?
Tracunhaém,-35.237922814,-7.8026886127,#NAME?
Trindade,-40.2655906093,-7.7617946257,#NAME?
Triunfo,-38.1070603447,-7.8308763588,#NAME?
Tupanatinga,-37.3402334718,-8.7515816593,#NAME?
Tuparetama,-37.3111818113,-7.5987594648,#NAME?
Venturosa,-36.8783720839,-8.5765269012,#NAME?
Verdejante,-38.9742826043,-7.9328837046,#NAME?
Vertente do Lério,-35.8530027397,-7.7748194553,#NAME?
Vertentes,-35.989305931,-7.9057426035,#NAME?
Vicência,-35.3203006893,-7.6529595,#NAME?
Vitória de Santo Antão,-35.2938642411,-8.118748,#NAME?
Xexéu,-35.6242353158,-8.8033134055,#NAME?
Água Branca,-37.940715176,-9.2670254971,#NAME?
Anadia,-36.3008135714,-9.6840837851,#NAME?
Arapiraca,-36.6572965063,-9.7559070107,#NAME?
Atalaia,-36.0214273163,-9.5013867465,#NAME?
Barra de Santo Antônio,-35.5002980958,-9.4092781094,#NAME?
Barra de São Miguel,-35.9074498726,-9.8389982517,#NAME?
Batalha,-37.1270918945,-9.674593028,#NAME?
Belém,-36.4944979894,-9.5686482313,#NAME?
Belo Monte,-37.2784386582,-9.8269888548,#NAME?
Boca da Mata,-36.2117249001,-9.6451445673,#NAME?
Branquinha,-36.0200335332,-9.2465831083,#NAME?
Cacimbinhas,-36.996869626,-9.4051627511,#NAME?
Cajueiro,-36.1563785914,-9.3896605751,#NAME?
Campestre,-35.5667177265,-8.8483753532,#NAME?
Campo Alegre,-36.3524347522,-9.783416039,#NAME?
Campo Grande,-36.7908400521,-9.9569226033,#NAME?
Canapi,-37.6056471506,-9.1173802976,#NAME?
Capela,-36.0750084924,-9.4129315555,#NAME?
Carneiros,-37.3747504206,-9.4806797209,#NAME?
Chã Preta,-36.2993814519,-9.2614224594,#NAME?
Coité do Nóia,-36.5796842002,-9.6384872708,#NAME?
Colônia Leopoldina,-35.7197808594,-8.91268827,#NAME?
Coqueiro Seco,-35.7953630017,-9.637554271,#NAME?
Coruripe,-36.1760783105,-10.1265472504,#NAME?
Craíbas,-36.7723914019,-9.6199337974,#NAME?
Delmiro Gouveia,-37.9992334862,-9.3845744469,#NAME?
Dois Riachos,-37.0898496479,-9.3856708115,#NAME?
Estrela de Alagoas,-36.758333111,-9.3874053066,#NAME?
Feira Grande,-36.6776855005,-9.9004371989,#NAME?
Feliz Deserto,-36.3071875177,-10.2923806199,#NAME?
Flexeiras,-35.7243716386,-9.27323546,#NAME?
Girau do Ponciano,-36.830313903,-9.8873641522,#NAME?
Ibateguara,-35.9311844564,-8.9769852176,#NAME?
Igaci,-36.6281597165,-9.5336886595,#NAME?
Igreja Nova,-36.6533450125,-10.1292988372,#NAME?
Inhapi,-37.752636521,-9.2238987733,#NAME?
Jacaré dos Homens,-37.207833409,-9.6366588283,#NAME?
Jacuípe,-35.4609975081,-8.8403005076,#NAME?
Japaratinga,-35.258658354,-9.0889743543,#NAME?
Jaramataia,-37.0035959132,-9.6583519388,#NAME?
Jequiá da Praia,-36.027334043,-10.0095918936,#NAME?
Joaquim Gomes,-35.7490302589,-9.1359791463,#NAME?
Jundiá,-35.5555972975,-8.9388767542,#NAME?
Junqueiro,-36.4715218222,-9.9316103897,#NAME?
Lagoa da Canoa,-36.73578926,-9.8308756565,#NAME?
Limoeiro de Anadia,-36.5038970865,-9.7386131678,#NAME?
Maceió,-35.7016299135,-9.6608221516,#NAME?
Major Isidoro,-36.9847996142,-9.5266440679,#NAME?
Maragogi,-35.2230154091,-9.0154564858,#NAME?
Maravilha,-37.356635422,-9.2339970634,#NAME?
Marechal Deodoro,-35.8930686988,-9.7391557024,#NAME?
Maribondo,-36.3066028985,-9.577249956,#NAME?
Mar Vermelho,-36.385040024,-9.4477726435,#NAME?
Mata Grande,-37.7252240649,-9.1148062576,#NAME?
Matriz de Camaragibe,-35.5335548298,-9.1585258247,#NAME?
Messias,-35.8403783005,-9.3918122251,#NAME?
Minador do Negrão,-36.8649157725,-9.3036832606,#NAME?
Monteirópolis,-37.2452720989,-9.6023275389,#NAME?
Murici,-35.9475555857,-9.3163011443,#NAME?
Novo Lino,-35.6609637181,-8.9431588081,#NAME?
Olho d'Água das Flores,-37.2978907898,-9.5336012753,#NAME?
Olho d'Água do Casado,-37.8362428165,-9.5014462653,#NAME?
Olho d'Água Grande,-36.8067459677,-10.05849496,#NAME?
Olivença,-37.1908187181,-9.5194564834,#NAME?
Ouro Branco,-37.354443729,-9.163415364,#NAME?
Palestina,-37.3311364505,-9.6730971856,#NAME?
Palmeira dos Índios,-36.6309840973,-9.4061587984,#NAME?
Pão de Açúcar,-37.4351388566,-9.7470418503,#NAME?
Pariconha,-38.0098260716,-9.2578843852,#NAME?
Paripueira,-35.5591051843,-9.4663134783,#NAME?
Passo de Camaragibe,-35.4912752632,-9.244846658,#NAME?
Paulo Jacinto,-36.3727420946,-9.3733643824,#NAME?
Penedo,-36.5804602141,-10.2961102979,#NAME?
Piaçabuçu,-36.4343520081,-10.4073624263,#NAME?
Pilar,-35.94851752,-9.6068942927,#NAME?
Pindoba,-36.2865406443,-9.4762107998,#NAME?
Piranhas,-37.7503929131,-9.6235592003,#NAME?
Poço das Trincheiras,-37.2792980528,-9.3029136554,#NAME?
Porto Calvo,-35.3983344556,-9.0524483141,#NAME?
Porto de Pedras,-35.2970152177,-9.1560861631,#NAME?
Porto Real do Colégio,-36.8246292915,-10.1737325642,#NAME?
Quebrangulo,-36.4772220767,-9.3235470554,#NAME?
Rio Largo,-35.8524223086,-9.4861576083,#NAME?
Roteiro,-35.9812102214,-9.8321894902,#NAME?
Santa Luzia do Norte,-35.8234877699,-9.5967677417,#NAME?
Santana do Ipanema,-37.2454070204,-9.3722843627,#NAME?
Santana do Mundaú,-36.225234117,-9.1650332208,#NAME?
São Brás,-36.8989486552,-10.1203099966,#NAME?
São José da Laje,-36.0573877321,-9.0110658819,#NAME?
São José da Tapera,-37.3837077657,-9.5493957404,#NAME?
São Luís do Quitunde,-35.5654908366,-9.3141173692,#NAME?
São Miguel dos Campos,-36.0942642744,-9.7799345761,#NAME?
São Miguel dos Milagres,-35.3691193336,-9.267186295,#NAME?
São Sebastião,-36.551091902,-9.9316573889,#NAME?
Satuba,-35.8285402271,-9.5694278678,#NAME?
Senador Rui Palmeira,-37.4536462478,-9.463391449,#NAME?
Tanque d'Arca,-36.4367415959,-9.5319624423,#NAME?
Taquarana,-36.496767692,-9.6423201054,#NAME?
Teotônio Vilela,-36.3555631422,-9.907497883,#NAME?
Traipu,-37.0060056722,-9.971059382,#NAME?
União dos Palmares,-36.0331428428,-9.1595241165,#NAME?
Viçosa,-36.2483932029,-9.3770543545,#NAME?
Amparo de São Francisco,-36.9274836892,-10.1339710339,#NAME?
Aquidabã,-37.0221808561,-10.2925180922,#NAME?
Aracaju,-37.0482126395,-10.9072157979,#NAME?
Arauá,-37.6123374341,-11.2645047799,#NAME?
Areia Branca,-37.3133626004,-10.7581922508,#NAME?
Barra dos Coqueiros,-37.0412415493,-10.9067992471,#NAME?
Boquim,-37.623573478,-11.1463916304,#NAME?
Brejo Grande,-36.471820244,-10.4189433106,#NAME?
Campo do Brito,-37.4963563345,-10.7433351539,#NAME?
Canhoba,-36.9738449754,-10.1387436557,#NAME?
Canindé de São Francisco,-37.7879637221,-9.6541040673,#NAME?
Capela,-37.0548329946,-10.5060996319,#NAME?
Carira,-37.7019192069,-10.3580170969,#NAME?
Carmópolis,-36.9908161852,-10.646818584,#NAME?
Cedro de São João,-36.8840359529,-10.2477649415,#NAME?
Cristinápolis,-37.7546596351,-11.4735577971,#NAME?
Cumbe,-37.1878992757,-10.3570250323,#NAME?
Divina Pastora,-37.1493449602,-10.6773757002,#NAME?
Estância,-37.4400108537,-11.2679486493,#NAME?
Feira Nova,-37.3161177207,-10.2705325209,#NAME?
Frei Paulo,-37.5418762487,-10.5400847469,#NAME?
Gararu,-37.0843724853,-9.9673514679,#NAME?
General Maynard,-36.9879844295,-10.6865298124,#NAME?
Gracho Cardoso,-37.1960546323,-10.2261996604,#NAME?
Ilha das Flores,-36.5386352409,-10.4342758299,#NAME?
Indiaroba,-37.5150947929,-11.5185072682,#NAME?
Itabaiana,-37.4268609403,-10.6857160383,#NAME?
Itabaianinha,-37.7874111399,-11.2767854369,#NAME?
Itabi,-37.0996499528,-10.1234895922,#NAME?
Itaporanga d'Ajuda,-37.3078269331,-10.9967327673,#NAME?
Japaratuba,-36.9417863038,-10.5894668148,#NAME?
Japoatã,-36.8007564644,-10.3465099142,#NAME?
Lagarto,-37.6663534097,-10.9153009699,#NAME?
Laranjeiras,-37.1605681987,-10.797029509,#NAME?
Macambira,-37.5434453913,-10.6641499738,#NAME?
Malhada dos Bois,-36.918902204,-10.3464515201,#NAME?
Malhador,-37.311459944,-10.6600442409,#NAME?
Maruim,-37.0833143406,-10.7369324036,#NAME?
Moita Bonita,-37.3457494007,-10.5790438595,#NAME?
Monte Alegre de Sergipe,-37.5614258473,-10.0258616274,#NAME?
Muribeca,-36.9570014376,-10.4274274735,#NAME?
Neópolis,-36.5767181794,-10.3158782273,#NAME?
Nossa Senhora Aparecida,-37.454438546,-10.3946514574,#NAME?
Nossa Senhora da Glória,-37.4199214593,-10.2156868491,#NAME?
Nossa Senhora das Dores,-37.1937112099,-10.4920543731,#NAME?
Nossa Senhora de Lourdes,-37.0504728834,-10.0786160367,#NAME?
Nossa Senhora do Socorro,-37.12849613,-10.8487541757,#NAME?
Pacatuba,-36.6479863948,-10.4498997629,#NAME?
Pedra Mole,-37.686027213,-10.6181191604,#NAME?
Pedrinhas,-37.6811281604,-11.1935033961,#NAME?
Pinhão,-37.7221107205,-10.5666899532,#NAME?
Pirambu,-36.8597462117,-10.7410561555,#NAME?
Poço Redondo,-37.6842137118,-9.8057902083,#NAME?
Poço Verde,-38.1766582213,-10.7075986489,#NAME?
Porto da Folha,-37.2766348495,-9.9192588724,#NAME?
Propriá,-36.8420993591,-10.2082073153,#NAME?
Riachão do Dantas,-37.729341225,-11.0664022904,#NAME?
Riachuelo,-37.1934568326,-10.7316512985,#NAME?
Ribeirópolis,-37.4329390299,-10.5451904693,#NAME?
Rosário do Catete,-37.0313228649,-10.694589979,#NAME?
Salgado,-37.4777553589,-11.0221187749,#NAME?
Santa Luzia do Itanhy,-37.4498421802,-11.3533173973,#NAME?
Santana do São Francisco,-36.599579348,-10.2876719724,#NAME?
Santa Rosa de Lima,-37.1977318456,-10.6462336647,#NAME?
Santo Amaro das Brotas,-37.0563110977,-10.7820113826,#NAME?
São Cristóvão,-37.2094987839,-11.0136768571,#NAME?
São Domingos,-37.5684292045,-10.7923257834,#NAME?
São Francisco,-36.8862396609,-10.3464864527,#NAME?
São Miguel do Aleixo,-37.3839764494,-10.3877721948,#NAME?
Simão Dias,-37.8094305823,-10.7380617977,#NAME?
Siriri,-37.1122253408,-10.6050355731,#NAME?
Telha,-36.8838500416,-10.2091732237,#NAME?
Tobias Barreto,-37.9990006951,-11.1843298681,#NAME?
Tomar do Geru,-37.8453707753,-11.3680522747,#NAME?
Umbaúba,-37.6611466731,-11.3798724697,#NAME?
Abaíra,-41.6616084802,-13.2535318933,#NAME?
Abaré,-39.1165879396,-8.7234182457,#NAME?
Acajutiba,-38.0182863706,-11.66261283,#NAME?
Adustina,-38.1155058348,-10.52957157,#NAME?
Água Fria,-38.768077795,-11.8729309976,#NAME?
Érico Cardoso,-42.1361637333,-13.4223477953,#NAME?
Aiquara,-39.8857780091,-14.1272774886,#NAME?
Alagoinhas,-38.4226157693,-12.1341825924,#NAME?
Alcobaça,-39.1942143207,-17.5189333438,#NAME?
Almadina,-39.6359031752,-14.7060477475,#NAME?
Amargosa,-39.5981225035,-13.0344513622,#NAME?
Amélia Rodrigues,-38.7555569164,-12.4001884013,#NAME?
América Dourada,-41.4371632791,-11.4496458648,#NAME?
Anagé,-41.1271131685,-14.6113255925,#NAME?
Andaraí,-41.324641804,-12.801350646,#NAME?
Andorinha,-39.832335701,-10.3442400415,#NAME?
Angical,-44.6958234827,-12.0066827725,#NAME?
Anguera,-39.2484989183,-12.1495870701,#NAME?
Antas,-38.3310416783,-10.4127021693,#NAME?
Antônio Cardoso,-39.1186615355,-12.4348389095,#NAME?
Antônio Gonçalves,-40.2756586986,-10.5757977913,#NAME?
Aporá,-38.0799953495,-11.6553942919,#NAME?
Apuarema,-39.7421321165,-13.8532288488,#NAME?
Aracatu,-41.4616853207,-14.426630242,#NAME?
Araças,-38.1982880172,-12.2151996675,#NAME?
Araci,-38.9609581594,-11.3357278753,#NAME?
Aramari,-38.5030663542,-12.0881829783,#NAME?
Arataca,-39.4132815657,-15.2608729974,#NAME?
Aratuípe,-39.002910866,-13.080596541,#NAME?
Aurelino Leal,-39.3219966377,-14.316949448,#NAME?
Baianópolis,-44.5360980467,-12.3041247008,#NAME?
Baixa Grande,-40.1668609095,-11.959357489,#NAME?
Banzaê,-38.6118696306,-10.5740919358,#NAME?
Barra,-43.1436385525,-11.0889548205,#NAME?
Barra da Estiva,-41.3316958705,-13.620204563,#NAME?
Barra do Choça,-40.5763729896,-14.8642730428,#NAME?
Barra do Mendes,-42.0591284157,-11.8088282813,#NAME?
Barra do Rocha,-39.6013860899,-14.2100292485,#NAME?
Barreiras,-45.004168437,-12.1449248884,#NAME?
Barro Alto,-41.9120960648,-11.761063923,#NAME?
Barrocas,-39.0786688809,-11.5291128521,#NAME?
Barro Preto,-39.4733346714,-14.8097543871,#NAME?
Belmonte,-38.8803032386,-15.8613964918,#NAME?
Belo Campo,-41.260033479,-15.0334961972,#NAME?
Biritinga,-38.8121589229,-11.620110263,#NAME?
Boa Nova,-40.2005218938,-14.362607943,#NAME?
Boa Vista do Tupim,-40.605742824,-12.6613221925,#NAME?
Bom Jesus da Lapa,-43.4171416421,-13.2541143731,#NAME?
Bom Jesus da Serra,-40.5011763298,-14.3729222944,#NAME?
Boninal,-41.8243284848,-12.7151207923,#NAME?
Bonito,-41.2684027882,-11.9695725021,#NAME?
Boquira,-42.7301154012,-12.82082283,#NAME?
Botuporã,-42.529277559,-13.3808662137,#NAME?
Brejões,-39.7934915927,-13.1055364832,#NAME?
Brejolândia,-43.9656645943,-12.4866933421,#NAME?
Brotas de Macaúbas,-42.6246912893,-12.0026355373,#NAME?
Brumado,-41.6670695037,-14.2054382407,#NAME?
Buerarema,-39.3025196058,-14.9564408366,#NAME?
Buritirama,-43.6313808982,-10.7117914663,#NAME?
Caatiba,-40.4102724753,-14.9785506352,#NAME?
Cabaceiras do Paraguaçu,-39.1867130922,-12.5371357854,#NAME?
Cachoeira,-38.969398069,-12.5962107985,#NAME?
Caculé,-42.2214140996,-14.5042061971,#NAME?
Caém,-40.4373119407,-11.0930915175,#NAME?
Caetanos,-40.9092896392,-14.3385629674,#NAME?
Caetité,-42.4857114475,-14.0667543191,#NAME?
Cafarnaum,-41.4722215133,-11.6913562191,#NAME?
Cairu,-39.0432543551,-13.4876034013,#NAME?
Caldeirão Grande,-40.3073703595,-11.0221557769,#NAME?
Camacan,-39.4963673315,-15.4176268518,#NAME?
Camaçari,-38.3257400621,-12.69881676,#NAME?
Camamu,-39.1005697175,-13.9470763406,#NAME?
Campo Alegre de Lourdes,-43.0122984391,-9.517154114,#NAME?
Campo Formoso,-40.3188209871,-10.5056615545,#NAME?
Canápolis,-44.2050289854,-13.0759114977,#NAME?
Canarana,-41.765492232,-11.687583314,#NAME?
Canavieiras,-38.9473758746,-15.6797774765,#NAME?
Candeal,-39.1237184955,-11.80497023,#NAME?
Candeias,-38.5435962675,-12.6719227053,#NAME?
Candiba,-42.8644023352,-14.4131865031,#NAME?
Cândido Sales,-41.2411175946,-15.5060663508,#NAME?
Cansanção,-39.4966050065,-10.6667499149,#NAME?
Canudos,-39.0240712427,-9.8906729609,#NAME?
Capela do Alto Alegre,-39.8353553091,-11.6700816433,#NAME?
Capim Grosso,-40.0110006117,-11.3815744576,#NAME?
Caraíbas,-41.2654313237,-14.7220694937,#NAME?
Caravelas,-39.2533822214,-17.7333705275,#NAME?
Cardeal da Silva,-37.945476583,-11.9407674064,#NAME?
Carinhanha,-43.7617772009,-14.3020069036,#NAME?
Casa Nova,-40.9757969269,-9.1785945741,#NAME?
Castro Alves,-39.4265194303,-12.7658326369,#NAME?
Catolândia,-44.8597702834,-12.3160059385,#NAME?
Catu,-38.3762943036,-12.3551865589,#NAME?
Caturama,-42.2964066437,-13.3282013504,#NAME?
Central,-42.1123489751,-11.1379885829,#NAME?
Chorrochó,-39.1023700774,-8.975477804,#NAME?
Cícero Dantas,-38.3834191279,-10.5921715319,#NAME?
Cipó,-38.5171293979,-11.1011435641,#NAME?
Coaraci,-39.5523042559,-14.6368142028,#NAME?
Cocos,-44.5456688581,-14.1710775452,#NAME?
Conceição da Feira,-38.9997807982,-12.5039919119,#NAME?
Conceição do Almeida,-39.1709464494,-12.7780203224,#NAME?
Conceição do Coité,-39.2816841782,-11.5618258459,#NAME?
Conceição do Jacuípe,-38.7636737165,-12.322946459,#NAME?
Conde,-37.6069779821,-11.813431761,#NAME?
Condeúba,-41.9708095383,-14.8904103648,#NAME?
Contendas do Sincorá,-41.046318064,-13.7554968279,#NAME?
Coração de Maria,-38.7505165474,-12.2479210101,#NAME?
Cordeiros,-41.9357339067,-15.0372341089,#NAME?
Coribe,-44.4530364349,-13.8278416058,#NAME?
Coronel João Sá,-37.9329643376,-10.2793954002,#NAME?
Correntina,-44.6410867012,-13.3417718212,#NAME?
Cotegipe,-44.2524761377,-12.0285973836,#NAME?
Cravolândia,-39.8127117487,-13.362623064,#NAME?
Crisópolis,-38.1517158173,-11.5177899236,#NAME?
Cristópolis,-44.4118418963,-12.231450809,#NAME?
Cruz das Almas,-39.1007361428,-12.6637862128,#NAME?
Curaçá,-39.9080810189,-8.989032118,#NAME?
Dário Meira,-39.9024656528,-14.4350474388,#NAME?
Dias d'Ávila,-38.2979935899,-12.6043684168,#NAME?
Dom Basílio,-41.7708775807,-13.7633265546,#NAME?
Dom Macedo Costa,-39.1880941696,-12.9114892623,#NAME?
Elísio Medrado,-39.5204855551,-12.9433258382,#NAME?
Encruzilhada,-40.9091207501,-15.5345801803,#NAME?
Entre Rios,-38.0787770198,-11.9372613704,#NAME?
Esplanada,-37.9449814741,-11.7994094961,#NAME?
Euclides da Cunha,-39.0142487251,-10.5058180637,#NAME?
Eunápolis,-39.584171941,-16.3751672323,#NAME?
Fátima,-38.2086747829,-10.600170214,#NAME?
Feira da Mata,-44.2834639384,-14.2105645058,#NAME?
Feira de Santana,-38.9600330963,-12.2292842525,#NAME?
Filadélfia,-40.1378268768,-10.7384641099,#NAME?
Firmino Alves,-39.9214417636,-14.9849353753,#NAME?
Floresta Azul,-39.6565235874,-14.8627983966,#NAME?
Formosa do Rio Preto,-45.1909909097,-11.0470324907,#NAME?
Gandu,-39.4863240793,-13.7437807885,#NAME?
Gavião,-39.78611293,-11.4708954591,#NAME?
Gentio do Ouro,-42.5047423861,-11.4275313127,#NAME?
Glória,-38.2592732301,-9.3401731836,#NAME?
Gongogi,-39.467239655,-14.3237132993,#NAME?
Governador Mangabeira,-39.0340236148,-12.6015538384,#NAME?
Guajeru,-41.9371481669,-14.5469622717,#NAME?
Guanambi,-42.7785619667,-14.225315027,#NAME?
Guaratinga,-39.7812844708,-16.5812160356,#NAME?
Heliópolis,-38.2802330423,-10.675298788,#NAME?
Iaçu,-40.213365235,-12.7691377865,#NAME?
Ibiassucê,-42.2557743547,-14.2767025345,#NAME?
Ibicaraí,-39.5915412035,-14.8657631414,#NAME?
Ibicoara,-41.2720658081,-13.4263272088,#NAME?
Ibicuí,-39.9898321057,-14.8430903651,#NAME?
Ibipeba,-42.0112484399,-11.6375264432,#NAME?
Ibipitanga,-42.4912287412,-12.8791061453,#NAME?
Ibiquera,-40.9354210019,-12.6499286126,#NAME?
Ibirapitanga,-39.3744665327,-14.1650324961,#NAME?
Ibirapuã,-40.1063094115,-17.6841971442,#NAME?
Ibirataia,-39.6409188889,-14.0672690808,#NAME?
Ibitiara,-42.2132943235,-12.6455137042,#NAME?
Ibititá,-41.9751521501,-11.5527707224,#NAME?
Ibotirama,-43.218696265,-12.184013569,#NAME?
Ichu,-39.1887163055,-11.7552498737,#NAME?
Igaporã,-42.7178798075,-13.7679764775,#NAME?
Igrapiúna,-39.1400807979,-13.8204024423,#NAME?
