,Administração,Administração Pública,Arquitetura e Urbanismo,Artes Cênicas,Artes Visuais,Ciência da Computação,Ciências Biológicas,Ciências Econômicas,Ciências Sociais,Ciências da Terra,Ciências do Esporte,Comunicação Social - Midialogia,Curso Superior de Tecnologia Sanitária,Curso Superior de Tecnologia da Construção Civil,Curso Superior de Tecnologia da Construção Civil - Edifícios,Curso Superior de Tecnologia da Construção Civil - Obras de Solos,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,Curso Superior de Tecnologia em Construção de Edifícios,Curso Superior de Tecnologia em Estradas,Curso Superior de Tecnologia em Saneamento Ambiental,Curso Superior de Tecnologia em Sistemas de Telecomunicações,Curso de Música Composição e Regência,Curso de Música Popular,Dança,Educação Física,Enfermagem,Engenharia Agrícola,Engenharia Ambiental,Engenharia Civil,Engenharia Elétrica,Engenharia Física,Engenharia Mecânica,Engenharia Química,Engenharia de Alimentos,Engenharia de Computação,Engenharia de Controle e Automação,Engenharia de Manufatura,Engenharia de Produção,Engenharia de Telecomunicações,Estatística,Estudos Literários,Farmácia,Filosofia,Fonoaudiologia,Física,Geografia,Geologia,Gestão de Comércio Internacional,Gestão de Empresas,Gestão de Políticas Públicas,Gestão do Agronegócio,História,Licenciatura Integrada Química/Física,Licenciatura em Ciências Biológicas,Licenciatura em Física,Licenciatura em Letras - Português,Licenciatura em Matemática,Linguística,Matemática,Matemática Aplicada e Computacional,Matemática/Física/Matemática Aplicada e Computacional,Medicina,Música,Nutrição,Odontologia,Pedagogia,Programa de Formação Interdisciplinar Superior - ProFIS,Química,Química Tecnológica,Sistemas de Informação,Superior Tecnologia em Saneamento Ambiental,Superior de Tecnologia Ambiental
1997,,,0.9124579124579124,0.7816326530612245,0.8205521472392638,0.7467853610286844,0.7071269487750557,0.8218009478672986,0.8062630480167015,0.95,,,0.8828715365239295,0.8848920863309353,0.8026315789473685,0.86,0.8680947012401353,,,0.8313253012048193,,,,0.7881508078994613,0.8703771512266569,0.8810810810810811,0.8618246235606731,,0.7981318111053451,0.7641669494401085,,0.7968236582694413,0.8072787427626137,0.8273133814929481,0.6468475658419792,0.6495867768595042,,,,0.8341013824884793,,,0.7474747474747475,0.9,0.6463210702341137,0.829153605015674,0.8447488584474886,,,,,0.782312925170068,0.8211920529801324,0.8503861003861004,0.7883663366336634,0.8058968058968059,0.8325123152709359,0.793713163064833,0.6900420757363254,0.7223001402524544,0.6769911504424779,0.7902327105866929,0.7866955892986262,,0.8705662725575607,0.8789032749428789,,0.8566994309363684,0.9094827586206896,,,
1998,,,0.908883826879271,0.7820299500831946,0.8304020100502513,0.7656123276561233,0.7219690063810392,0.823062381852552,0.8097643097643098,0.9583333333333334,,,0.8883248730964467,0.8791887125220459,0.8026315789473685,0.86,0.86511240632806,,,0.8754448398576512,,1.0,0.3333333333333333,0.7905604719764012,0.8692146909525231,0.8741721854304636,0.8640845070422535,,0.8031800601633003,0.7648382559774964,,0.7976827094474154,0.808316430020284,0.828669331810394,0.6483552631578947,0.6421911421911422,,,,0.8427518427518428,,,0.7453271028037384,0.8666666666666667,0.6616393442622951,0.8391845979614949,0.8414239482200647,,,,,0.7855153203342619,0.8139013452914798,0.8607594936708861,0.7849246231155779,0.8136363636363636,0.8320537428023033,0.8040123456790124,0.6993243243243243,0.7282110091743119,0.6704545454545454,0.7903355704697986,0.7901234567901234,,0.8698132780082988,0.8715943491422805,,0.8581740976645436,0.9165378670788253,,,
1999,,,0.9080459770114943,0.7808,0.8448484848484848,0.7946708463949843,0.744661921708185,0.8257655755015839,0.8180374722134011,0.9523809523809523,,0.9,0.8970588235294118,0.8750877192982456,0.7741935483870968,0.8,0.8644428672817601,,,0.8857142857142857,0.8367346938775511,1.0,0.5,0.7873563218390804,0.8700854700854701,0.8618490967056323,0.8660656793303284,,0.8088794926004228,0.7691447736165455,,0.8003384094754653,0.8140835801250411,0.8300561797752809,0.6517769807629605,0.634963768115942,,,,0.8582995951417004,,0.975,0.7497219132369299,0.847457627118644,0.6821471652593486,0.8475336322869955,0.8421052631578947,,,,,0.798932384341637,0.8126036484245439,0.8754803996925442,0.7790697674418605,0.8251201923076923,0.8363324764353042,0.8145604395604396,0.7124600638977636,0.7399553571428571,0.6984732824427481,0.7915470910513958,0.7940033314825097,,0.8708183221821925,0.8656744536548606,,0.8557772236076475,0.9218559218559218,,,
2000,,,0.9081364829396326,0.7811023622047244,0.8604651162790697,0.8197852760736196,0.7698209718670077,0.8310946944257891,0.8268190018039687,0.9565217391304348,,0.8522727272727273,0.9013953488372093,0.8726500909642207,0.75,0.8,0.862297053517739,,,0.8875739644970414,0.8356164383561644,1.0,0.6,0.7893258426966292,0.8708173340647285,0.8535825545171339,0.8692579505300353,,0.8177685950413223,0.7692948362021099,,0.8044649730561971,0.8186149936467598,0.8357340720221607,0.6588045234248788,0.6294881588999236,,,,0.8702702702702703,,0.95,0.7529286474973376,0.8413793103448276,0.7033622559652929,0.8592702903946389,0.8518518518518519,,,,,0.8166953528399311,0.8148648648648649,0.8878085265519821,0.777988614800759,0.8395751816657351,0.8405572755417957,0.8180645161290323,0.7241025641025641,0.7502750275027503,0.7160493827160493,0.7948390393459377,0.7960385438972163,,0.8669396110542477,0.8589743589743589,,0.8591375770020534,0.9290928050052137,,,
2001,,,0.9099099099099099,0.7850467289719626,0.8789592760180995,0.8363228699551569,0.780327868852459,0.8388960205391528,0.836201950659782,0.9565217391304348,,0.8514285714285714,0.9110169491525424,0.8701155751238305,,1.0,0.8574445617740233,,,0.8901315789473684,0.8458904109589042,1.0,0.6,0.7865013774104683,0.8711672942442173,0.8548057259713702,0.8743882544861338,,0.8255489021956088,0.7669983416252073,,0.8096385542168675,0.8167539267015707,0.8386301369863014,0.6654872949501447,0.626010781671159,,,,0.8763579927573719,0.75,0.9458333333333333,0.7574206755373593,0.8391089108910891,0.7141453831041258,0.8693931398416886,0.8677248677248677,,,,,0.8367003367003367,0.8187001140250855,0.8983297022512708,0.775894538606403,0.8450479233226837,0.8464849354375896,0.8184110970996217,0.7344064386317908,0.749727965179543,0.7361702127659574,0.7966187231895029,0.7939518195797027,,0.8603465851172273,0.8543665735454876,,0.8601057340382269,0.9371534195933456,,,
2002,,,0.9114688128772636,0.8055555555555556,0.8916201117318435,0.8445896877269427,0.7936507936507936,0.8440793552386857,0.8457738748627881,0.9565217391304348,,0.8458904109589042,0.9156293222683264,0.8697219361483007,,,0.8587059942911512,,,0.8913676042677012,0.853763440860215,1.0,0.6,0.7821917808219178,0.8713450292397661,0.8558467741935484,0.8779366700715016,,0.8389105058365759,0.7646573080099092,,0.8114008489993936,0.8112473825904876,0.8425154528352593,0.6672010259698621,0.6251533742331289,,,,0.8820253164556962,0.8,0.9371859296482412,0.7651139742319127,0.851063829787234,0.7210358927760109,0.8753071253071253,0.8712715855572999,,,,,0.8553615960099751,0.826530612244898,0.9014285714285715,0.7796610169491526,0.85059247810407,0.853542234332425,0.8171500630517023,0.7375381485249237,0.7510593220338984,0.7760617760617761,0.7955856533734638,0.7909632571996028,,0.8531044926804644,0.8521777876796257,,0.8633414436334145,0.9430272108843537,,,
2003,,,0.9122315592903828,0.8305343511450382,0.8946784922394678,0.8468085106382979,0.8059236165237724,0.8504872107186358,0.8523150612027675,0.9473684210526315,,0.8372641509433962,0.9214145383104125,0.8706467661691543,,,0.8617117117117117,,,0.8935917721518988,0.8555555555555555,1.0,0.6,0.7790055248618785,0.8746340165025286,0.8579823702252694,0.8822674418604651,,0.8482549317147192,0.762655601659751,,0.8118680149015434,0.8065940535766853,0.8499737256962691,0.6689210950080515,0.6256499133448874,,,,0.8859162039374053,0.7868852459016393,0.933786078098472,0.7831207065750736,0.8538205980066446,0.7286888792730419,0.8772136953955135,0.8689458689458689,,,,,0.8736669401148482,0.8328474246841594,0.9012082444918266,0.7821969696969697,0.8576512455516014,0.8537549407114624,0.8201530612244898,0.7323340471092077,0.7512639029322548,0.7922535211267606,0.7988476953907816,0.7873786407766991,,0.8434343434343434,0.8484472049689441,,0.8644688644688645,0.94896331738437,,,
2004,,,0.9138240574506283,0.8551401869158879,0.8938730853391685,0.8442176870748299,0.8179723502304147,0.8569693288794412,0.8574407088871514,0.8947368421052632,0.9473684210526315,0.8291814946619217,0.9278996865203761,0.8733624454148472,,,0.8695079086115993,,,0.8920415224913495,0.849936948297604,1.0,0.7142857142857143,0.7767123287671233,0.8776766595289079,0.8579599618684461,0.8868360277136259,,0.8534322820037106,0.758697467297523,,0.8125,0.7991202346041055,0.8568135245901639,0.670881971465629,0.6306406685236768,0.896551724137931,0.8548387096774194,,0.8903620601733809,0.7881773399014779,0.9325,0.8003913894324853,0.8601823708206687,0.7343485617597293,0.8773364485981309,0.8717616580310881,0.9166666666666666,0.8813559322033898,0.8620689655172413,0.9322033898305084,0.8869918699186992,0.8443804034582133,0.896600566572238,0.7893719806763285,0.8633795582948125,0.8499673842139596,0.8277634961439588,0.7301038062283737,0.75626204238921,0.8061538461538461,0.7995455693006817,0.7849666983824929,0.9491525423728814,0.8351758793969849,0.8494772641390603,,0.8643092105263158,0.9514047076689446,,,
2005,,,0.9162995594713657,0.8811410459587956,0.8891280947255114,0.8364116094986808,0.8312977099236641,0.8636363636363636,0.8576167389640215,0.9166666666666666,0.9575757575757575,0.8192771084337349,0.9281437125748503,0.8748144482929243,,,0.8801042571676803,0.9375,0.9333333333333333,0.8904777380565486,0.8484513274336283,1.0,0.75,0.782312925170068,0.8776451437873033,0.8580952380952381,0.8912848158131177,,0.8530492285084497,0.7590795675076241,,0.8103487064116985,0.7871967261034785,0.8629416186419444,0.6734892787524367,0.6358126721763085,0.8786127167630058,0.8556149732620321,,0.895233106338397,0.8047945205479452,0.9298969072164949,0.8107036669970268,0.8674351585014409,0.738085370907584,0.8808535862477771,0.8760330578512396,0.898876404494382,0.8938547486033519,0.9011627906976745,0.9322033898305084,0.8886178861788618,0.8525703200775946,0.8935119887165022,0.799412915851272,0.8694068678459937,0.8404118404118404,0.8326745718050066,0.7180124223602484,0.7647058823529411,0.8011527377521613,0.7968511934992382,0.7878930079774754,0.9257142857142857,0.8311491935483871,0.8494542146755609,,0.8714642262895175,0.9537105069801617,,1.0,0.88
2006,,,0.9162257495590829,0.9050632911392406,0.88604898828541,0.8287888395688016,0.8426707597851113,0.8653846153846154,0.8561350466112371,0.88,0.9538461538461539,0.8142664872139973,0.9565217391304348,0.8728991596638656,,,0.8928258967629047,0.8770491803278688,0.9411764705882353,0.8885686839577329,0.8521199586349535,,,0.7916102841677943,0.8769994484280199,0.8548689138576779,0.8924216027874564,,0.8539325842696629,0.758896551724138,,0.8079144385026737,0.7755640199238207,0.8677625122669284,0.6728095699967669,0.6460032626427407,0.8764705882352941,0.8528610354223434,,0.8995633187772926,0.8123393316195373,0.9285067873303168,0.8223552894211577,0.8783977110157367,0.7430962343096235,0.8831804281345565,0.8778625954198473,0.898876404494382,0.8960674157303371,0.9093655589123867,0.9166666666666666,0.883265306122449,0.8541871921182266,0.88881069669247,0.8193484698914116,0.8740031897926634,0.8331193838254172,0.8376534788540245,0.7070572569906791,0.7744565217391305,0.8050632911392405,0.7939672801635992,0.7924616100511866,0.9043478260869565,0.8299697275479314,0.854578829288191,0.8760330578512396,0.8738965952080706,0.9516702203269367,,1.0,0.8983050847457628
2007,,,0.913081650570676,0.9222222222222223,0.881104033970276,0.8222357971899816,0.8576952822892498,0.8662860576923077,0.855406746031746,0.8571428571428571,0.9474671669793621,0.8125786163522013,1.0,0.8724400234055003,,,0.9106120651695289,0.85,0.9381443298969072,0.8868733509234829,0.8548057259713702,,,0.8121621621621622,0.8802228412256268,0.8499079189686924,0.8940876222883879,,0.8507787033683448,0.7595356550580431,1.0,0.8053024026512013,0.7662452219935313,0.8755992329817833,0.6733311834891971,0.6638023630504833,0.8761220825852782,0.8521594684385382,,0.9023150762281197,0.8218884120171673,0.9245599329421627,0.8418418418418419,0.8933143669985776,0.7536669542709232,0.8825,0.8789420142421159,0.8994974874371859,0.8927973199329984,0.912639405204461,0.9145907473309609,0.8780687397708674,0.8574380165289256,0.8855123674911661,0.8389662027833003,0.8866090712742981,0.8291586384071933,0.8401122019635343,0.7033426183844012,0.7865470852017937,0.8084112149532711,0.7903225806451613,0.7994389901823282,0.9012345679012346,0.8277078085642318,0.8667205169628432,0.8786127167630058,0.8783496384517226,0.9478804725503822,,0.958904109589041,0.8936170212765957
2008,,,0.9074889867841409,0.9204368174726989,0.875,0.8157894736842105,0.8627145085803433,0.8691476590636255,0.8537064310260186,0.8333333333333334,0.9432989690721649,0.811042944785276,1.0,0.8725761772853186,,,0.9231111111111111,0.8441295546558705,0.9375,0.885434858539993,0.8579234972677595,,,0.8348993288590604,0.8853288364249579,0.846503178928247,0.8957464553794829,0.8524590163934426,0.8433079434167573,0.7580511973575558,0.8333333333333334,0.8038735983690112,0.7612998522895126,0.8833452126395819,0.6832477535301669,0.6835710512414157,0.8771084337349397,0.8580931263858093,0.8431372549019608,0.902946273830156,0.8355387523629489,0.9248601119104716,0.8557114228456913,0.8998589562764457,0.7660714285714286,0.8821316614420063,0.8839024390243903,0.8982456140350877,0.8958333333333334,0.9130434782608695,0.9113607990012484,0.8726530612244898,0.8541893362350381,0.8855721393034826,0.8464566929133859,0.8966450216450217,0.8304542546385156,0.8357558139534884,0.6934306569343066,0.7994454713493531,0.8047058823529412,0.7914000511901715,0.8096789204281061,0.8952618453865336,0.8297872340425532,0.8802578018995929,0.8792822185970636,0.8875106928999145,0.94213750850919,0.9090909090909091,0.9398496240601504,0.8846153846153846
2009,0.9055793991416309,0.84375,0.8985126859142607,0.9144634525660964,0.8741044012282497,0.8090216754540129,0.860610806577917,0.8712664277180406,0.8563764935381615,0.8,0.941233140655106,0.8202653799758746,1.0,0.8706293706293706,,,0.9326354119253527,0.8436213991769548,0.9344262295081968,0.8856382978723404,0.8590852904820766,,,0.8531746031746031,0.891114245416079,0.8494031221303948,0.8954489544895449,0.8478260869565217,0.8351293103448276,0.7588380378185804,0.8541666666666666,0.8010471204188482,0.7561692126909518,0.8886524822695036,0.6932106598984772,0.703068122724909,0.8795074758135444,0.8592233009708737,0.8636363636363636,0.9019264448336253,0.8516579406631762,0.9231974921630094,0.863,0.9071729957805907,0.7737987307343608,0.8867334167709637,0.8908748824082785,0.8985102420856611,0.8980716253443526,0.9159067882472138,0.9102822580645161,0.8647540983606558,0.8511837655016911,0.8896797153024911,0.845927379784102,0.9036079698438342,0.8367609254498715,0.8153846153846154,0.6978102189781021,0.8151848151848152,0.8140096618357487,0.7922409392547218,0.8229311141932502,0.8939247830279653,0.8363171355498721,0.8983180428134556,0.8768529076396807,0.8977566867989646,0.9341397849462365,0.9318181818181818,0.9278350515463918,0.8878504672897196
2010,0.9204052098408104,0.8709677419354839,0.8926406926406927,0.9063444108761329,0.8753768844221106,0.8024404416037187,0.8578088578088578,0.8709964412811388,0.8579049466537343,0.8181818181818182,0.9364575059571089,0.8370720188902007,,0.8680641183723797,,,0.9392212725546059,0.8402061855670103,0.9420289855072463,0.8855550792970425,0.8637724550898204,,,0.8698539176626826,0.8976757369614512,0.8555452003727866,0.893834218048183,0.8571428571428571,0.829885877318117,0.7615446934917635,0.8709677419354839,0.797768479776848,0.75736568457539,0.8927898209236569,0.7057348793481667,0.7222506393861893,0.8832630098452883,0.8607843137254902,0.8675496688741722,0.9016968987712113,0.8623548922056384,0.9229571984435798,0.874251497005988,0.9100968188105117,0.7837715321849501,0.8893669330055316,0.8952291861552854,0.8968120805369127,0.9010806317539485,0.9195612431444241,0.9090909090909091,0.858560794044665,0.8509174311926605,0.894774011299435,0.8444227005870841,0.9063987308302486,0.8513082322910019,0.7967479674796748,0.7062228654124457,0.8258977149075082,0.8257575757575758,0.7938796155791603,0.8357242017584452,0.8916938110749185,0.8461936820300362,0.8990203466465713,0.8823024054982818,0.9075520833333334,0.9276139410187667,0.9429657794676806,0.9243697478991597,0.8878504672897196
2011,0.9220389805097451,0.8891891891891892,0.8860325621251071,0.8973214285714286,0.876984126984127,0.8047808764940239,0.8529188779378317,0.8707964601769912,0.8644679826673086,0.6666666666666666,0.9313725490196079,0.8521536670547147,,0.8662900188323918,,,0.9433771486349848,0.8328981723237598,0.9466019417475728,0.8843704066634003,0.8709055876685935,,,0.8778220451527224,0.9051675184554231,0.8667883211678832,0.8919902912621359,0.8717532467532467,0.829898707649319,0.7549986670221275,0.8759124087591241,0.7968873128447597,0.7624466571834992,0.8963084881260287,0.7210167389956602,0.7389336016096579,0.8884223155368927,0.8662131519274376,0.8620689655172413,0.8987341772151899,0.8652931854199684,0.9253846153846154,0.8852621167161226,0.9135802469135802,0.7937078651685393,0.8908218356328734,0.8988439306358381,0.899505766062603,0.9,0.9193840579710145,0.9079307201458523,0.858560794044665,0.8555045871559633,0.8995786516853933,0.8420019627085378,0.9058272632674298,0.8605678233438486,0.793918918918919,0.7181303116147308,0.837708830548926,0.8287153652392947,0.7990012484394506,0.8461538461538461,0.8919117647058824,0.8543983822042467,0.9023117076808352,0.893305439330544,0.9107373868046572,0.9206666666666666,0.9495412844036697,0.918918918918919,0.8902439024390244
2012,0.9237482774460266,0.8990066225165563,0.8833892617449665,0.8897168405365127,0.8820614469772051,0.8087492989343803,0.8505917159763313,0.8734288219818767,0.8733572281959379,,0.9302176696542894,0.8695652173913043,,0.8737864077669902,,,0.9470782800441014,0.8321108394458028,0.9479768786127167,0.8858131487889274,0.8753462603878116,,,0.883289124668435,0.9122807017543859,0.884304932735426,0.894397420395002,0.8756698821007503,0.8315572361636301,0.7542149631190727,0.8777777777777778,0.7963756819953235,0.7728804042672656,0.9015169194865811,0.7398523985239852,0.755203171456888,0.895361380798274,0.8735279057859703,0.863448275862069,0.8971751412429378,0.8704268292682927,0.9287856071964018,0.8943170488534397,0.9167785234899329,0.800820419325433,0.890579286132241,0.9021190716448032,0.9013452914798207,0.8998178506375227,0.916911045943304,0.9104477611940298,0.8624689312344657,0.8630609896432682,0.9043296089385475,0.8357915437561455,0.9037378392217101,0.8677944862155389,0.7945670628183361,0.73,0.8502673796791443,0.812992125984252,0.8019192913385826,0.8578680203045685,0.8950575490859851,0.8640632723677706,0.9064563462949377,0.904911838790932,0.9134739560912613,0.9165562913907285,0.9504643962848297,0.9112903225806451,0.875
