,UF,cidade,dist,lat,lon
1378,PB,Paulista,2076.5474994158285,-0.11508808564676881,-0.6566112895873946
1379,PB,Pedra Branca,1971.4347576012349,-0.1296180013469281,-0.6644860517013645
1380,PB,Pedra Lavrada,2123.5163194145534,-0.11794728194695343,-0.6365573638015057
1381,PB,Pedras de Fogo,2145.744114372952,-0.12918121653812228,-0.6128405666368956
1382,PB,Piancó,2001.961001040798,-0.12553402601596028,-0.6619426303911312
1383,PB,Picuí,2154.235862649753,-0.11362330197311556,-0.6343756265119125
1384,PB,Pilar,2149.380632467618,-0.12670894866248136,-0.6154010069720602
1385,PB,Pilões,2163.4653625967217,-0.119890515262674,-0.6216084482552143
1386,PB,Pilõezinhos,2171.282922487638,-0.1193904479724915,-0.6201257056968275
1387,PB,Pirpirituba,2178.8289441545194,-0.1183472876383808,-0.6195520175215492
1388,PB,Pitimbu,2157.656658832855,-0.1305927497555303,-0.6076177112897285
1389,PB,Pocinhos,2117.461103884637,-0.12354517783956045,-0.6293036343587445
1390,PB,Poço Dantas,2051.2497714775805,-0.11182631070648148,-0.6719022912396185
1391,PB,Poço de José de Moura,2033.6371056464795,-0.1147888879738218,-0.6721262947911726
1392,PB,Pombal,2050.0925989404304,-0.11815626809744757,-0.659704215434743
1393,PB,Prata,1999.3260315343962,-0.13433769729134323,-0.6472088221913973
1394,PB,Princesa Isabel,1945.5519921289613,-0.13498143361910503,-0.6631145318639905
1395,PB,Puxinanã,2116.739914576492,-0.12477195885724345,-0.6275941156344615
1396,PB,Queimadas,2100.585304659295,-0.1284700472278122,-0.6265633213525456
1397,PB,Quixabá,2059.498413794728,-0.1227109163423574,-0.6483391799533544
1398,PB,Remígio,2143.544859494634,-0.1215847486708753,-0.6247551476619103
1399,PB,Pedro Régis,2203.951583674615,-0.11596790468280253,-0.6159791550744426
1400,PB,Riachão,2191.0900170191703,-0.11419124730480562,-0.622431913789691
1401,PB,Riachão do Bacamarte,2125.687659003227,-0.12654675152197686,-0.6223039107122859
1402,PB,Riachão do Poço,2159.2158261606046,-0.12481728456224425,-0.6154247833201887
1403,PB,Riacho de Santo Antônio,2054.3857691998974,-0.1342209742123166,-0.6310536322216255
