br-ac;3
br-al;73
br-ap;1
br-am;33
br-ba;207
br-ce;108
br-df;60
br-es;83
br-go;144
br-ma;36
br-mt;33
br-ms;36
br-mg;790
br-pa;38
br-pb;274
br-pr;227
br-pe;49
br-pi;36
br-rj;357
br-rn;51
br-rs;53
br-ro;23
br-rr;5
br-sc;39
br-sp;0
br-se;19
br-to;7
