br-ac;4
br-al;67
br-ap;2
br-am;21
br-ba;228
br-ce;101
br-df;67
br-es;68
br-go;204
br-ma;24
br-mt;33
br-ms;21
br-mg;767
br-pa;37
br-pb;239
br-pr;212
br-pe;35
br-pi;21
br-rj;403
br-rn;50
br-rs;56
br-ro;18
br-rr;2
br-sc;36
br-sp;0
br-se;23
br-to;3
