br-ac;4
br-al;73
br-ap;2
br-am;27
br-ba;216
br-ce;92
br-df;57
br-es;66
br-go;209
br-ma;32
br-mt;40
br-ms;29
br-mg;844
br-pa;32
br-pb;246
br-pr;238
br-pe;41
br-pi;22
br-rj;384
br-rn;57
br-rs;57
br-ro;14
br-rr;0
br-sc;37
br-sp;13755
br-se;25
br-to;5
