br-ac;2
br-al;39
br-ap;6
br-am;9
br-ba;144
br-ce;37
br-df;150
br-es;42
br-go;129
br-ma;5
br-mt;14
br-ms;29
br-mg;519
br-pa;27
br-pb;161
br-pr;197
br-pe;38
br-pi;13
br-rj;489
br-rn;31
br-rs;59
br-ro;5
br-rr;1
br-sc;37
br-sp;0
br-se;13
br-to;4
