br-ac;2
br-al;38
br-ap;5
br-am;16
br-ba;158
br-ce;50
br-df;120
br-es;39
br-go;151
br-ma;6
br-mt;17
br-ms;36
br-mg;578
br-pa;32
br-pb;153
br-pr;220
br-pe;37
br-pi;14
br-rj;468
br-rn;37
br-rs;65
br-ro;9
br-rr;1
br-sc;48
br-sp;0
br-se;12
br-to;4
