br-ac;2
br-al;72
br-ap;1
br-am;32
br-ba;216
br-ce;110
br-df;64
br-es;95
br-go;136
br-ma;32
br-mt;29
br-ms;35
br-mg;758
br-pa;36
br-pb;268
br-pr;235
br-pe;52
br-pi;38
br-rj;354
br-rn;44
br-rs;48
br-ro;21
br-rr;6
br-sc;44
br-sp;0
br-se;18
br-to;7
