br-ac;2
br-al;36
br-ap;6
br-am;21
br-ba;178
br-ce;47
br-df;116
br-es;37
br-go;160
br-ma;7
br-mt;22
br-ms;34
br-mg;648
br-pa;35
br-pb;196
br-pr;239
br-pe;37
br-pi;14
br-rj;466
br-rn;44
br-rs;67
br-ro;11
br-rr;1
br-sc;54
br-sp;0
br-se;15
br-to;5
