br-ac;2
br-al;39
br-ap;6
br-am;13
br-ba;152
br-ce;44
br-df;134
br-es;45
br-go;143
br-ma;6
br-mt;13
br-ms;31
br-mg;540
br-pa;32
br-pb;156
br-pr;212
br-pe;35
br-pi;12
br-rj;487
br-rn;32
br-rs;60
br-ro;7
br-rr;1
br-sc;49
br-sp;0
br-se;12
br-to;4
