br-ac;3
br-al;37
br-ap;4
br-am;21
br-ba;218
br-ce;54
br-df;101
br-es;39
br-go;166
br-ma;12
br-mt;29
br-ms;40
br-mg;765
br-pa;41
br-pb;262
br-pr;291
br-pe;48
br-pi;20
br-rj;463
br-rn;56
br-rs;76
br-ro;16
br-rr;2
br-sc;62
br-sp;0
br-se;14
br-to;5
