br-ac;3
br-al;81
br-ap;1
br-am;38
br-ba;205
br-ce;108
br-df;59
br-es;74
br-go;160
br-ma;30
br-mt;32
br-ms;32
br-mg;810
br-pa;31
br-pb;270
br-pr;223
br-pe;48
br-pi;30
br-rj;356
br-rn;50
br-rs;56
br-ro;22
br-rr;4
br-sc;37
br-sp;0
br-se;18
br-to;5
