br-ac;2
br-al;72
br-ap;2
br-am;28
br-ba;209
br-ce;97
br-df;56
br-es;66
br-go;185
br-ma;32
br-mt;43
br-ms;30
br-mg;837
br-pa;33
br-pb;262
br-pr;237
br-pe;42
br-pi;23
br-rj;372
br-rn;56
br-rs;58
br-ro;18
br-rr;1
br-sc;38
br-sp;0
br-se;27
br-to;4
