br-ac;5
br-al;61
br-ap;3
br-am;23
br-ba;238
br-ce;94
br-df;78
br-es;58
br-go;196
br-ma;15
br-mt;38
br-ms;24
br-mg;777
br-pa;46
br-pb;257
br-pr;274
br-pe;44
br-pi;19
br-rj;430
br-rn;56
br-rs;63
br-ro;19
br-rr;3
br-sc;41
br-sp;0
br-se;17
br-to;3
