br-ac;5
br-al;51
br-ap;2
br-am;21
br-ba;261
br-ce;80
br-df;92
br-es;50
br-go;187
br-ma;12
br-mt;36
br-ms;34
br-mg;782
br-pa;46
br-pb;257
br-pr;281
br-pe;54
br-pi;17
br-rj;459
br-rn;54
br-rs;69
br-ro;18
br-rr;2
br-sc;52
br-sp;0
br-se;17
br-to;3
