br-ac;2
br-al;38
br-ap;3
br-am;11
br-ba;123
br-ce;40
br-df;140
br-es;42
br-go;84
br-ma;7
br-mt;13
br-ms;22
br-mg;428
br-pa;20
br-pb;151
br-pr;193
br-pe;41
br-pi;15
br-rj;534
br-rn;16
br-rs;63
br-ro;4
br-rr;0
br-sc;32
br-sp;6793
br-se;11
br-to;2
