br-ac;4
br-al;70
br-ap;2
br-am;22
br-ba;216
br-ce;99
br-df;62
br-es;68
br-go;207
br-ma;26
br-mt;36
br-ms;24
br-mg;812
br-pa;35
br-pb;240
br-pr;224
br-pe;36
br-pi;22
br-rj;391
br-rn;53
br-rs;58
br-ro;19
br-rr;1
br-sc;32
br-sp;0
br-se;21
br-to;5
