br-ac;6
br-al;66
br-ap;2
br-am;19
br-ba;232
br-ce;87
br-df;78
br-es;60
br-go;189
br-ma;21
br-mt;32
br-ms;24
br-mg;767
br-pa;40
br-pb;239
br-pr;235
br-pe;44
br-pi;20
br-rj;418
br-rn;51
br-rs;58
br-ro;17
br-rr;2
br-sc;36
br-sp;0
br-se;21
br-to;3
