br-ac;2
br-al;78
br-ap;2
br-am;32
br-ba;216
br-ce;111
br-df;59
br-es;67
br-go;167
br-ma;29
br-mt;38
br-ms;32
br-mg;815
br-pa;33
br-pb;257
br-pr;236
br-pe;44
br-pi;26
br-rj;365
br-rn;49
br-rs;58
br-ro;18
br-rr;3
br-sc;34
br-sp;0
br-se;22
br-to;6
