br-ac;2
br-al;42
br-ap;5
br-am;26
br-ba;202
br-ce;53
br-df;118
br-es;40
br-go;167
br-ma;9
br-mt;26
br-ms;33
br-mg;719
br-pa;35
br-pb;235
br-pr;286
br-pe;45
br-pi;18
br-rj;452
br-rn;52
br-rs;69
br-ro;14
br-rr;61
br-sc;0
br-sp;13
br-se;3
br-to;5
