ANO;NIVEL;COD_CURSO;NOME_CURSO;CIDADE;PAIS;NOME_PAIS;TOTAL
2017;G;99;Especial de Graduação;Jaén;ES;Espanha;1
2017;G;99;Especial de Graduação;Kawasaki;JP;Japão;1
2017;G;99;Especial de Graduação;Lima;PE;Peru;6
2017;G;99;Especial de Graduação;Lusaka;ZM;Zambia;1
2017;G;99;Especial de Graduação;Madrid;ES;Espanha;8
2017;G;99;Especial de Graduação;Medellin;CO;Colômbia;1
2017;G;99;Especial de Graduação;Mendoza;AR;Argentina;2
2017;G;99;Especial de Graduação;Monteria;CO;Colômbia;1
2017;G;99;Especial de Graduação;Montevideo;UY;Uruguai;1
2017;G;99;Especial de Graduação;Nuevo Chimbote;PE;Peru;1
2017;G;99;Especial de Graduação;Paipa;CO;Colômbia;1
2017;G;99;Especial de Graduação;Pamplona;ES;Espanha;1
2017;G;99;Especial de Graduação;Pequim;CN;China;1
2017;G;99;Especial de Graduação;Ponta Delgada;PT;Portugal;1
2017;G;99;Especial de Graduação;Popayan;CO;Colômbia;1
2017;G;99;Especial de Graduação;Quevedo;EC;Equador;1
2017;G;99;Especial de Graduação;Quito;EC;Equador;1
2017;G;99;Especial de Graduação;San Vicente de Chucuri;CO;Colômbia;1
2017;G;99;Especial de Graduação;Santa Clara de Tulpo;PE;Peru;1
2017;G;99;Especial de Graduação;Santa Fé;AR;Argentina;2
2017;G;99;Especial de Graduação;Santiago;CL;Chile;4
2017;G;99;Especial de Graduação;Santiago de Compostela;ES;Espanha;1
2017;G;99;Especial de Graduação;Seoul;KR;Coréia do Sul;1
2017;G;99;Especial de Graduação;Seul;KR;Coréia do Sul;2
2017;G;99;Especial de Graduação;Shiga-ken;JP;Japão;1
2017;G;99;Especial de Graduação;Sichuan;CN;China;1
2017;G;99;Especial de Graduação;Siegen;DA;Alemanha;1
2017;G;99;Especial de Graduação;Sincelejo;CO;Colômbia;1
2017;G;99;Especial de Graduação;Socorro;CO;Colômbia;1
2017;G;99;Especial de Graduação;Tacna;PE;Peru;1
2017;G;99;Especial de Graduação;Talca;CL;Chile;1
2017;G;99;Especial de Graduação;Talcahuano;CL;Chile;2
2017;G;99;Especial de Graduação;Temuco;CL;Chile;2
2017;G;99;Especial de Graduação;Tokyo;JP;Japão;1
2017;G;99;Especial de Graduação;Tóquio;JP;Japão;2
2017;G;99;Especial de Graduação;Trujillo;PE;Peru;1
2017;G;99;Especial de Graduação;Tübingen;DA;Alemanha;1
2017;G;99;Especial de Graduação;Valdepeñas;ES;Espanha;1
2017;G;99;Especial de Graduação;Valência Carabobo;VE;Venezuela;1
2017;G;99;Especial de Graduação;Valparaiso;CL;Chile;1
2017;G;99;Especial de Graduação;Villavicencio;CO;Colômbia;2
2017;G;99;Especial de Graduação;Viña Del Mar;CL;Chile;2
2017;G;99;Especial de Graduação;Vom-Jos South;NG;Nigéria;1
2017;G;99;Especial de Graduação;;;;47
